126,17,1
126,2,3
126,3,4
126,4,1
126,5,5
126,6,5
126,7,5
126,8,4
126,10,4
126,11,5
126,12,4
126,13,5
126,14,1
126,15,5
126,16,5
125,2,5
125,3,3
125,4,4
125,5,1
125,6,4
125,7,5
125,8,5
125,10,3
125,11,3
125,12,3
125,13,3
125,14,4
125,15,5
125,16,4
125,17,5
124,2,3
124,3,1
124,4,4
124,5,5
124,6,2
124,7,1
124,8,1
124,10,4
124,11,4
124,12,3
124,13,4
124,14,4
124,15,5
124,16,1
124,17,4
123,2,5
123,3,4
123,4,5
123,5,5
123,6,2
123,7,3
123,8,3
123,10,4
123,11,3
123,12,4
123,13,3
123,14,5
123,15,4
123,16,1
123,17,4
122,2,4
122,3,2
122,4,3
122,5,3
122,6,3
122,7,4
122,8,3
122,10,4
122,11,3
122,12,4
122,13,5
122,14,4
122,15,5
122,16,1
122,17,5
121,2,5
121,3,3
121,4,4
121,5,4
121,6,3
121,7,4
121,7,1
121,8,3
121,10,3
121,11,4
121,12,4
121,13,3
121,14,3
121,15,4
121,16,5
121,17,3
120,2,3
120,3,5
120,4,3
120,5,1
120,6,2
120,7,1
120,8,2
120,10,5
120,11,1
120,12,3
120,13,3
120,14,3
120,15,4
120,16,4
120,17,5
119,2,5
119,3,5
119,4,4
119,5,2
119,6,5
119,7,5
119,8,1
119,10,1
119,11,4
119,12,3
119,13,4
119,14,5
119,15,4
119,16,3
119,17,5
118,2,3
118,3,1
118,4,3
118,5,5
118,6,3
118,7,5
118,8,3
118,10,3
118,11,4
118,12,3
118,13,5
118,14,1
118,15,1
118,16,5
118,17,5
117,2,5
117,3,3
117,4,3
117,5,3
117,6,4
117,7,3
117,8,4
117,10,5
117,11,5
117,12,1
117,13,1
117,14,3
117,15,5
117,16,3
117,17,3
116,2,3
116,3,3
116,4,2
116,5,2
116,6,3
116,7,3
116,8,3
116,10,4
116,11,5
116,12,5
116,13,1
116,14,2
116,15,5
116,16,5
116,17,5
115,2,5
115,3,3
115,4,2
115,5,2
115,6,2
115,7,4
115,8,5
115,10,3
115,11,4
115,12,4
115,13,2
115,14,2
115,15,5
115,16,5
115,17,5
114,2,3
114,3,5
114,4,5
114,5,4
114,6,5
114,7,3
114,8,3
114,10,1
114,11,1
114,12,3
114,13,3
114,14,2
114,15,5
114,16,1
114,17,1
113,2,2
113,3,2
113,4,2
113,5,2
113,6,3
113,7,4
113,8,5
113,10,5
113,11,3
113,12,1
113,13,2
113,14,2
113,15,1
113,16,2
113,17,2
112,2,3
112,3,5
112,4,3
112,5,1
112,6,1
112,7,1
112,8,3
112,10,2
112,11,5
112,12,4
112,13,5
112,14,4
112,15,3
112,16,2
112,17,1
107,2,1
107,3,3
107,4,1
107,5,1
107,6,4
107,7,4
107,8,4
107,10,3
107,11,2
107,12,1
107,13,4
107,14,1
107,15,4
107,16,5
107,17,5
108,2,2
108,3,5
108,4,1
108,5,1
108,6,4
108,7,4
108,8,1
108,10,2
108,11,1
108,12,2
108,13,2
108,14,2
108,15,4
108,16,5
108,17,2
111,2,1
111,3,4
111,4,5
111,5,1
111,6,5
111,7,3
111,8,4
111,10,1
111,11,4
111,12,1
111,13,1
111,14,2
111,15,3
111,16,3
111,17,3
110,2,2
110,3,1
110,4,4
110,5,4
110,6,1
110,7,1
110,8,2
110,10,2
110,11,2
110,12,2
110,13,1
110,14,3
110,15,1
110,16,1
110,17,4
127,2,2
127,3,5
127,4,4
127,5,5
127,6,2
127,7,2
127,8,2
127,10,4
127,11,4
127,12,4
127,13,5
127,14,4
127,15,4
127,16,4
127,17,5
128,2,2
128,3,1
128,4,4
128,5,1
128,6,5
128,7,1
128,8,1
128,10,2
128,11,2
128,12,2
128,13,2
128,14,5
128,15,2
128,16,3
128,17,2
129,2,2
129,3,1
129,4,1
129,5,2
129,6,1
129,7,4
129,8,4
129,10,2
129,11,3
129,12,1
129,13,1
129,14,4
129,15,1
129,16,4
129,17,4
130,2,1
130,3,1
130,4,5
130,5,5
130,6,2
130,7,1
130,8,2
130,10,2
130,11,4
130,12,4
130,13,2
130,14,2
130,15,2
130,16,2
130,17,2
131,2,1
131,3,5
131,4,2
131,5,3
131,6,2
131,6,2
131,7,4
131,8,4
131,10,1
131,11,5
131,12,2
131,13,2
131,14,2
131,15,3
131,16,3
131,17,2
132,2,2
132,3,2
132,4,3
132,5,1
132,6,2
132,7,1
132,8,1
132,10,1
132,11,3
132,12,5
132,13,2
132,14,2
132,15,5
132,16,1
132,17,4
133,2,3
133,3,1
133,4,2
133,5,1
133,6,2
133,7,2
133,8,3
133,10,3
133,11,3
133,12,1
133,13,1
133,14,2
133,15,2
133,16,3
133,17,3
134,2,3
134,3,4
134,4,1
134,5,4
134,6,1
134,7,2
134,8,2
134,10,1
134,11,2
134,12,3
134,13,1
134,14,2
134,15,1
134,16,2
134,17,2
"107","18","5"
"107","19","2"
